K13515	ko00564 ko04216
K20895	ko00730
K04713	ko00600
K03390	ko00680
K05908	ko00920
K20184	ko04138 ko05132
K17106	ko04917
K11073	ko02010
K14370	ko00522 ko01052
K08495	ko04130
K03464	ko00362
K08759	ko03320 ko04979
K11705	ko02010
K10603	ko04120 ko05340
K12979	ko00540
K07720	ko02020
K06080	ko02020
K20386	ko02010 ko02024
K02988	ko03010
K05509	ko04060 ko04061 ko04062 ko04657
K03846	ko00510 ko00513
K13780	ko04150 ko05230
K06204	ko02026
K10773	ko03410
K17638	ko04014
K03943	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K04604	ko04020 ko04072 ko04080 ko04540 ko04720 ko04723 ko04724 ko05010 ko05016 ko05022
K21194	ko01059
K16835	ko04979
K08496	ko04130
K05148	ko04060 ko04380
K08766	ko00071 ko03320 ko04714 ko05415
K00053	ko00290 ko00770
K15519	ko00230 ko00240
K04556	ko04120 ko04137 ko04141 ko05012 ko05014 ko05022
K04984	ko04750
K07366	ko04660
K04681	ko04110 ko04218 ko04350 ko05165 ko05203
K07546	ko00623
K19887	ko00404
K00966	ko00051 ko00520
K19269	ko00630
K00665	ko00061 ko04152 ko04910
K01479	ko00340
K04333	ko02026
K11907	ko02025 ko03070
K16684	ko04390 ko04391 ko04392 ko04530
K12404	ko04142
K05616	ko04974 ko05230
K04607	ko04072 ko04080 ko04724 ko04742
K04039	ko00860
K11244	ko04011 ko04139
K05093	ko01521 ko04010 ko04014 ko04015 ko04020 ko04144 ko04151 ko04550 ko04810 ko05200 ko05215 ko05226 ko05230
K12186	ko04144
K14179	ko00909
K05717	ko04151 ko04510 ko04512 ko04810 ko04933 ko05100 ko05135 ko05146 ko05165 ko05200 ko05205 ko05222
K18974	ko00790
K03119	ko00430 ko00920
K17749	ko00400
K02251	ko02024
K15036	ko00280 ko00630 ko00640 ko00720
K08854	ko05202
K04372	ko04010 ko04066 ko04910
K11520	ko02020
K05449	ko04010 ko04014 ko04015 ko04020 ko04151 ko04510 ko04668 ko04926 ko04933 ko05200
K03952	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K14439	ko04550
K15067	ko00380
K11599	ko03050
K13303	ko04068 ko04151
K05308	ko00030 ko00052
K21138	ko00230
K05036	ko04721 ko04728 ko05012 ko05022 ko05030 ko05031 ko05034
K16146	ko00500
K05045	ko04721 ko04727
K18675	ko00520
K10260	ko04120
K13434	ko04626
K04392	ko04010 ko04013 ko04014 ko04015 ko04024 ko04062 ko04071 ko04145 ko04151 ko04310 ko04360 ko04361 ko04370 ko04380 ko04510 ko04520 ko04530 ko04613 ko04620 ko04650 ko04662 ko04664 ko04666 ko04670 ko04722 ko04810 ko04932 ko04933 ko04972 ko05014 ko05020 ko05022 ko05100 ko05120 ko05130 ko05131 ko05132 ko05135 ko05163 ko05167 ko05169 ko05170 ko05200 ko05203 ko05205 ko05210 ko05211 ko05212 ko05231 ko05415 ko05416 ko05418
K11034	ko02024
K05258	ko04024 ko04080 ko04911
K11358	ko00220 ko00250 ko00270 ko00330 ko00350 ko00360 ko00400 ko00401 ko00950 ko00960
K13251	ko04141
K01468	ko00340
K12641	ko04210 ko05410 ko05412 ko05414
K02174	ko04214 ko04320
K01737	ko00790
K20697	ko04624
K19285	ko00740
K11424	ko00310 ko05202
K04587	ko04024 ko04080 ko04713 ko04911 ko04924
K10409	ko05014 ko05016 ko05022
K20217	ko04120
K17195	ko00051
K00821	ko00220 ko00300
K11082	ko02010
K13288	ko03008
K13953	ko00010 ko00071 ko00350 ko00620 ko00625 ko00626 ko00830 ko00980 ko00982
K07986	ko04650
K06503	ko04066 ko04144 ko04145 ko04216 ko04640
K17851	ko00330
K20450	ko00760
K02358	ko04626
K00480	ko00621 ko00624 ko00626
K04838	ko04261
K11540	ko00240 ko00250
K09478	ko00071 ko00280
K18677	ko00520
K11404	ko04613 ko04919 ko05034 ko05203
K05661	ko02010
K21538	ko04061
K12614	ko03018
K13908	ko04657 ko04970
K11429	ko00310
K10192	ko02010
K00476	ko04020 ko04260
K06589	ko04151 ko04510 ko04512 ko04810 ko05165 ko05410 ko05412 ko05414
K10610	ko03420 ko04120 ko05161 ko05170 ko05203
K05096	ko04010 ko04014 ko04015 ko04020 ko04066 ko04151 ko04510 ko05202 ko05323
K00618	ko00220
K16437	ko01055
K05865	ko04020 ko04260 ko04261 ko05410 ko05414
K03957	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K02828	ko00190
K12307	ko04142
K10848	ko03420 ko03460
K16678	ko04013 ko04214 ko04391
K13335	ko04146
K19569	ko01057
K00869	ko00900 ko04146
K04286	ko04080 ko04713
K08300	ko03018
K21418	ko00860 ko04978
K06567	ko04514
K01585	ko00330
K02125	ko00190 ko04714 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K02606	ko04110 ko04111 ko04113
K19769	ko04212 ko04213
K16736	ko04214 ko04391
K10082	ko04141
K12464	ko04722
K12326	ko04010 ko04014
K10177	ko04550
K18225	ko00640
K21098	ko04390 ko04530 ko05165
K18202	ko00310
K07516	ko00071 ko00362 ko00650
K05463	ko04360
K19066	ko00362
K14503	ko04075
K13270	ko00944
K15012	ko02020
K16978	ko05206
K21213	ko01059
K00134	ko00010 ko00710 ko04066 ko05010 ko05130 ko05132 ko05415
K08310	ko00790
K00318	ko00330
K05040	ko04721
K15581	ko01501 ko02010 ko02024
K19079	ko01503 ko02010 ko02020 ko05150
K19453	ko05169
K14419	ko00625
K15982	ko00984
K10035	ko04060 ko04062
K01437	ko00250 ko00340
K05027	ko04924 ko04972
K13823	ko05143 ko05144
K05123	ko04310
K10628	ko04068 ko05340
K20403	ko04150
K13857	ko04976
K13506	ko00561 ko00564
K18319	ko00332 ko02024
K06498	ko04145 ko04380 ko04613 ko04640 ko04666 ko05140 ko05150 ko05152 ko05202 ko05221 ko05322
K03227	ko03070
K01488	ko00230 ko05340
K03788	ko00740
K14314	ko03013 ko05014
K15760	ko00623
K18315	ko00332 ko02024
K17969	ko04137 ko04139
K07306	ko00920
K00251	ko00120 ko00140
K21046	ko04061 ko05163
K20813	ko03410
K07808	ko00534
K03347	ko04110 ko04111 ko04114 ko04120 ko04141 ko04310 ko04340 ko04341 ko04350 ko04710 ko05131 ko05170 ko05200
K11716	ko05010 ko05022 ko05030
K01540	ko04022 ko04024 ko04260 ko04261 ko04911 ko04918 ko04919 ko04925 ko04960 ko04961 ko04964 ko04970 ko04971 ko04972 ko04973 ko04974 ko04976 ko04978
K13322	ko00523
K05204	ko04080 ko04724
K15808	ko00909
K11004	ko02010 ko03070 ko05133
K18389	ko00403
K20796	ko00310
K09689	ko02010
K16033	ko01051 ko01052
K11709	ko02010
K21085	ko02026
K09091	ko04330 ko05165 ko05200 ko05224
K20713	ko00196
K19506	ko02060
K15819	ko00909
K06375	ko02020 ko02024
K01016	ko00140
K11039	ko02024
K17144	ko05206
K14036	ko00904
K17285	ko00920
K00884	ko00520
K06760	ko04514
K12976	ko00540
K16258	ko00680
K17193	ko00942
K07412	ko00140 ko00590 ko00830 ko05204
K17001	ko05206
K19323	ko05017
K18911	ko00340
K04432	ko04010 ko04013 ko04015 ko04218 ko04620 ko04624 ko04664 ko04668 ko04714 ko04750 ko04912 ko04935 ko05014 ko05022 ko05132 ko05135 ko05145 ko05161 ko05169 ko05170 ko05235
K20321	ko02024
K18495	ko04216
K00882	ko00051 ko02060
K01793	ko00534
K10245	ko00062 ko01040
K15364	ko03460
K21130	ko00541
K02786	ko00052 ko02060
K02614	ko00360
K14580	ko00624 ko00626 ko00627 ko00633 ko00642
K04425	ko04010
K10220	ko00362
K05457	ko04012 ko05014
K02212	ko03030 ko04110 ko04111 ko04113
K16161	ko00680
K02458	ko03070 ko05111
K19291	ko00051 ko02025
K09578	ko04622
K12920	ko00904
K13225	ko00402
K05066	ko04060 ko04630 ko04640 ko05200
K15847	ko05120
K11028	ko03070 ko05120
K17039	ko05206
K04503	ko01522 ko04068 ko04110 ko04115 ko04151 ko04152 ko04218 ko04310 ko04340 ko04371 ko04390 ko04510 ko04530 ko04630 ko04917 ko04919 ko04921 ko04933 ko04934 ko05160 ko05162 ko05163 ko05165 ko05166 ko05167 ko05169 ko05200 ko05203 ko05205 ko05206 ko05210 ko05212 ko05213 ko05214 ko05215 ko05216 ko05218 ko05219 ko05220 ko05221 ko05222 ko05223 ko05224 ko05225 ko05226 ko05416
K14045	ko00904
K18175	ko04714
K04534	ko04015 ko04361 ko04713 ko04723 ko04724 ko04725 ko04726 ko04727 ko04728 ko04730 ko04915 ko04916 ko04921 ko04926 ko05032 ko05034 ko05142 ko05145 ko05163 ko05170
K11593	ko04361
K19213	ko01501
K04544	ko04014 ko04062 ko04151 ko04371 ko04713 ko04723 ko04724 ko04725 ko04726 ko04727 ko04728 ko04926 ko05032 ko05034 ko05163 ko05167 ko05170 ko05200
K07702	ko02020
K04450	ko04010 ko04013 ko04022 ko04151 ko04211 ko04261 ko04624 ko04668 ko04714 ko04728 ko04911 ko04915 ko04918 ko04922 ko04925 ko04926 ko04927 ko04928 ko04934 ko04935 ko05020 ko05030 ko05031 ko05034 ko05161 ko05163 ko05166 ko05203
K14009	ko04141 ko05165
K00041	ko00040
K20337	ko02024
K17646	ko00254
K14989	ko02020
K13232	ko00945
K19978	ko00525
K02937	ko03010 ko05171
K21021	ko02025
K00339	ko00190
K16869	ko00785
K13338	ko04146
K18280	ko00404
K14586	ko00626
K09464	ko04138
K02760	ko00500 ko02060
K09437	ko05202
K19318	ko01501
K12748	ko00311
K15888	ko00900
K03044	ko03020
K03966	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K17625	ko00523
K11081	ko02010
K01719	ko00860
K15553	ko00920 ko02010
K19620	ko02020
K16056	ko04020 ko04024 ko04611 ko04924 ko04925 ko04927 ko04934 ko05340
K01529	ko00230
K21674	ko00232
K10775	ko00360 ko00940
K06538	ko04514 ko04660 ko05320 ko05323
K01591	ko00240
K06532	ko05202
K11352	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K01206	ko00511 ko04142
K12581	ko03018
K10357	ko05130
K08390	ko04015 ko04072 ko04151 ko04810 ko05130 ko05200
K08272	ko04150 ko04152
K04308	ko04310
K17940	ko00405 ko02024 ko02025
K11996	ko04122
K02657	ko02020 ko02025
K13954	ko00010 ko00071 ko00350 ko00620 ko00625 ko00626
K00673	ko00330
K13386	ko00950
K07462	ko03410 ko03430 ko03440
K19446	ko05168
K10803	ko03410
K14337	ko00571
K17054	ko00940
K04191	ko04060 ko04062
K17536	ko04013
K03153	ko00730
K03967	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K11440	ko00260
K00860	ko00230 ko00920
K18100	ko02024 ko02025
K05629	ko04015 ko04151
K19514	ko04614
K20391	ko02024
K17020	ko05206
K19862	ko04012 ko04360 ko04361 ko04660 ko05130
K20532	ko02024
K19633	ko00051
K14958	ko04014 ko04625 ko05152
K13477	ko04626
K12272	ko03060
K10227	ko02010
K15816	ko00909
K09866	ko04962 ko04976
K20113	ko02060
K10877	ko03440
K20573	ko00524
K16648	ko00571 ko00572
K00997	ko00770
K09814	ko02010
K10005	ko02010
K04516	ko00400
K07264	ko00540 ko01503
K20089	ko00404 ko02024
K03430	ko00440
K04567	ko00970
K03542	ko00195
K13415	ko04075
K13328	ko00523
K03987	ko04610 ko05020 ko05133 ko05142 ko05150 ko05171 ko05322
K15850	ko02020 ko02024
K18892	ko02010
K01487	ko00230
K00196	ko00633 ko00680 ko00720
K07825	ko04014 ko04062 ko04151 ko04371 ko04713 ko04723 ko04724 ko04725 ko04726 ko04727 ko04728 ko04742 ko04926 ko05032 ko05034 ko05163 ko05167 ko05170 ko05200
K13431	ko03060
K12885	ko03040
K12681	ko05133
K00430	ko00940
K14618	ko04977
K13077	ko00941 ko00943
K13503	ko00400
K21692	ko00950
K07828	ko01521 ko01522 ko04010 ko04012 ko04014 ko04015 ko04062 ko04068 ko04071 ko04072 ko04137 ko04140 ko04150 ko04151 ko04210 ko04211 ko04213 ko04218 ko04360 ko04370 ko04371 ko04540 ko04550 ko04625 ko04650 ko04660 ko04662 ko04664 ko04714 ko04720 ko04722 ko04725 ko04726 ko04730 ko04810 ko04910 ko04912 ko04915 ko04916 ko04917 ko04919 ko04921 ko04926 ko04929 ko04933 ko04935 ko05010 ko05022 ko05034 ko05160 ko05161 ko05163 ko05165 ko05166 ko05167 ko05170 ko05200 ko05203 ko05205 ko05206 ko05210 ko05211 ko05213 ko05214 ko05215 ko05216 ko05218 ko05219 ko05220 ko05221 ko05223 ko05224 ko05225 ko05226 ko05230 ko05231 ko05235
K02707	ko00195
K18474	ko00061
K19630	ko00623
K16628	ko04974
K07768	ko02020
K19666	ko02020 ko02024
K19054	ko00860
K16692	ko02020
K07173	ko00270 ko02024 ko02026 ko05111
K18689	ko00900
K05964	ko02020
K08348	ko02020
K14073	ko00561 ko04972 ko04975 ko04977
K08917	ko00196
K16857	ko04015 ko04115 ko04145 ko04151 ko04350 ko04510 ko04512 ko05144 ko05165 ko05205 ko05206 ko05219
K00192	ko00680
K13921	ko00640
K06131	ko00564
K12963	ko01503
K15405	ko00073
K01611	ko00270 ko00330
K17704	ko04015 ko04611
K12625	ko03018 ko03040
K01581	ko00330 ko00480
K02156	ko04320
K14516	ko04016 ko04075
K20181	ko04138 ko05132
K13846	ko05144
K08100	ko00860
K02954	ko03010
K00983	ko00520 ko00541
K16038	ko01051 ko01052
K01466	ko00230
K09783	ko04012
K10034	ko04060 ko04062
K20331	ko02024
K10930	ko05110 ko05111
K00622	ko00232 ko00633 ko00983 ko05204
K13025	ko03013 ko03015 ko03040
K14030	ko04214
K21660	ko05167 ko05203
K01563	ko00361 ko00625
K01328	ko04610
K01904	ko00130 ko00940
K03652	ko03410
K10084	ko04141
K02594	ko00620
K15813	ko00909
K19848	ko04011
K02815	ko00051 ko02060
K00075	ko00520 ko00550
K16011	ko00051 ko00520 ko00541 ko02025
K13728	ko04110 ko04114 ko04914 ko05100
K08755	ko03320
K10117	ko02010
K19762	ko04212
K12855	ko03040
K01557	ko00350
K13755	ko00230 ko04020 ko04740 ko04742 ko04924 ko05032
K20865	ko04621
K19608	ko04340
K11644	ko04139 ko04919 ko05016 ko05169 ko05202
K18092	ko00642
K15624	ko05202
K12889	ko03040 ko04216
K03906	ko04610 ko05171
K01151	ko03410
K05846	ko02010
K02540	ko03030 ko04110 ko04111 ko04113
K17056	ko00940
K19813	ko00030
K00583	ko00680
K00014	ko00400
K07517	ko00071
K12384	ko04142
K12879	ko03013 ko03040
K09905	ko00512
K02142	ko00190
K06746	ko04514
K20396	ko04150
K10912	ko02020 ko02024 ko05111
K12463	ko04722
K16816	ko00561 ko04714 ko04923
K00293	ko00300 ko00310
K19738	ko04742
K00606	ko00770
K08491	ko04130 ko04140
K05462	ko04010 ko04014 ko04015 ko04151 ko04360 ko05206
K04805	ko04080 ko04725
K10936	ko05111
K01244	ko00270
K15099	ko00902
K01916	ko00760
K04637	ko04020 ko04926 ko05142 ko05146
K06167	ko00440
K14013	ko04141
K20143	ko00640
K21464	ko00550
K05198	ko04024 ko04080 ko04713 ko04720 ko04723 ko04724 ko04728 ko04730 ko05014 ko05016 ko05017 ko05022 ko05030 ko05031 ko05033
K01716	ko00061
K15616	ko05202
K02175	ko04320
K00885	ko00520
K20180	ko04138 ko05132
K02396	ko02040
K05085	ko04010 ko04012 ko04020 ko04151 ko05014 ko05205
K14698	ko02010
K05525	ko00902
K09367	ko04550
K13287	ko05100 ko05131
K00515	ko00830
K03842	ko00510 ko00513
K19558	ko04350
K14961	ko04934
K10949	ko05110
K20458	ko00362 ko00627
K20053	ko05017
K02638	ko00195
K06626	ko04110 ko04114 ko04115 ko04151 ko04218 ko04391 ko04934 ko05161 ko05162 ko05165 ko05166 ko05169 ko05200 ko05203 ko05206 ko05215 ko05222 ko05226
K10456	ko04120 ko05200 ko05225 ko05418
K19661	ko02020
K09047	ko04022 ko04024 ko04151 ko04152 ko04211 ko04261 ko04668 ko04714 ko04725 ko04728 ko04911 ko04915 ko04918 ko04922 ko04925 ko04926 ko04927 ko04928 ko04931 ko04934 ko04935 ko04962 ko05016 ko05020 ko05030 ko05031 ko05034 ko05161 ko05163 ko05165 ko05166 ko05203 ko05215
K11444	ko02020 ko02025
K08803	ko04140 ko05200 ko05219
K20385	ko02024
K05683	ko02010 ko04975 ko04976 ko04979
K13744	ko05100 ko05132
K00621	ko00520
K00560	ko00240 ko00670 ko01523
K01204	ko00603 ko04142
K03343	ko00330
K03225	ko03070
K02372	ko00061 ko00780
K04829	ko04750
K17192	ko00942
K03760	ko00540 ko01503
K04496	ko04310 ko04330 ko05200 ko05220
K11224	ko04012 ko04062 ko04217 ko04630 ko04658 ko04659 ko04917 ko04933 ko04935 ko05161 ko05162 ko05166 ko05200 ko05203 ko05220 ko05221 ko05223
K05074	ko04060 ko04630 ko04672 ko05166 ko05200
K01000	ko00550 ko01502
K04280	ko04080 ko04912
K09972	ko02010
K02920	ko03010 ko05171
K18292	ko00660
K00458	ko00590 ko01523 ko04726 ko04750
K03728	ko04710
K14727	ko00362
K18443	ko04144
K06811	ko05226
K03362	ko04114 ko04120 ko04218 ko04310 ko04340 ko04341 ko04390 ko04624 ko04710 ko05131 ko05170
K07672	ko02020
K00559	ko00100
K08893	ko04062 ko04666 ko05167
K03410	ko02030
K20945	ko05111
K16841	ko00230
K17092	ko05132
K04832	ko04750
K18057	ko00999
K12135	ko04712
K11974	ko04217 ko04621 ko05131
K03033	ko03050 ko05010 ko05012 ko05014 ko05016 ko05017 ko05020 ko05022 ko05169
K15570	ko00626
K09699	ko00280 ko00640
K11782	ko00130
K03108	ko03060
K12494	ko04144 ko04361
K02938	ko03010 ko05171
K03425	ko03060 ko03070
K05901	ko00740 ko00860
K00065	ko00040
K00164	ko00020
K12192	ko04144 ko04217 ko05014 ko05022
K14194	ko05150
K16013	ko02010
K07900	ko05132 ko05162
K06445	ko00071
K00797	ko00270 ko00330 ko00480
K16845	ko00270
K20159	ko01059
K05268	ko04080
K16059	ko04020 ko04611
K18861	ko00720
K13459	ko04626
K05215	ko04020 ko04080 ko04611
K15840	ko04080 ko05017 ko05022 ko05030 ko05031 ko05034
K02951	ko03010 ko05171
K06109	ko04530
K02410	ko02030 ko02040
K17326	ko02010
K19634	ko00040
K00279	ko00908
K11523	ko02020
K11607	ko02010
K16958	ko02010
K04659	ko04145 ko04151 ko04510 ko04512 ko05144 ko05165
K01799	ko00650 ko00760
K06486	ko04514
K17747	ko00999
K00913	ko00562 ko04070
K20977	ko02020 ko02025
K03046	ko03020
K03636	ko04122
K21319	ko00650
K03666	ko02024 ko03018 ko05111
K00522	ko04216 ko04217 ko04978
K01835	ko00010 ko00030 ko00052 ko00230 ko00500 ko00520 ko00521
K18088	ko00621
K00448	ko00362 ko00624
K02405	ko02020 ko02025 ko02026 ko02040 ko05111
K17027	ko05206
K20718	ko04016
K04542	ko04014 ko04062 ko04151 ko04371 ko04713 ko04723 ko04724 ko04725 ko04726 ko04727 ko04728 ko04926 ko05032 ko05034 ko05163 ko05167 ko05170 ko05200
K12845	ko03008 ko03040
K05633	ko04120 ko04144
K10068	ko04145
K11357	ko02020 ko04112
K07996	ko04928 ko05206
K03883	ko00190 ko04714 ko04723 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K21112	ko04530
K20668	ko04624
K03782	ko00360 ko00380 ko00940 ko00983
K12229	ko04662
K16180	ko00300
K19696	ko00270
K06359	ko02024
K17636	ko04014
K10236	ko02010
K12193	ko04144 ko04217
K10706	ko05014
K16967	ko00920
K10583	ko04120
K06625	ko01522 ko01524 ko04012 ko04066 ko04068 ko04110 ko04115 ko04151 ko04218 ko04630 ko04921 ko04928 ko04934 ko05160 ko05161 ko05163 ko05165 ko05166 ko05167 ko05169 ko05200 ko05202 ko05203 ko05205 ko05206 ko05210 ko05211 ko05212 ko05213 ko05214 ko05215 ko05216 ko05217 ko05218 ko05219 ko05220 ko05222 ko05223 ko05224 ko05225 ko05226
K06697	ko03050 ko04612
K02879	ko03010
K14155	ko00270 ko00450
K06124	ko00564
K20527	ko02024
K18372	ko00640
K16849	ko00040
K20274	ko02024
K09969	ko02010
K16171	ko00350 ko00643
K03844	ko00510 ko00513
K14982	ko02020 ko02024
K18020	ko00030
K04141	ko04020 ko04022 ko04024 ko04080 ko04261 ko04540 ko04923 ko04924 ko04970 ko05414
K12361	ko04010 ko04014 ko04015 ko04062 ko04611 ko05200
K08527	ko04659 ko04915 ko05200 ko05202 ko05221
K01965	ko00280 ko00630 ko00640
K13874	ko00053
K14598	ko00906
K12708	ko00401
K04926	ko04261 ko04725 ko04971 ko04972 ko04974 ko05110
K03037	ko03050 ko05010 ko05012 ko05014 ko05016 ko05017 ko05020 ko05022 ko05169
K20432	ko00525
K04461	ko04010 ko04013
K13085	ko05100 ko05131 ko05132
K01860	ko00361 ko00364 ko00623
K02948	ko03010
K19773	ko04212
K12758	ko04510 ko04670 ko04810 ko05131 ko05132
K14020	ko04141
K17743	ko00040
K16239	ko00627
K02419	ko02040
K06112	ko04015
K17038	ko05206
K01320	ko04610
K08477	ko01503 ko02020
K13991	ko02020
K06855	ko04657
K09359	ko04113
K19723	ko00997
K12453	ko00520 ko00541
K20698	ko04624
K15916	ko00010 ko00030 ko00051 ko00500 ko00520
K04444	ko04010 ko04370
K13479	ko00230
K15972	ko01057
K04667	ko04060 ko04350 ko04550
K02354	ko04150 ko04310 ko04390 ko04550 ko04916 ko04934 ko05010 ko05022 ko05165 ko05200 ko05205 ko05217 ko05224 ko05225 ko05226
K02976	ko03010 ko05171
K20990	ko00627
K15853	ko02020 ko02024
K03268	ko00361 ko00362 ko00623 ko00625
K15019	ko00720
K01338	ko04112
K08693	ko00230 ko00240 ko00760
K14976	ko00950
K03894	ko00997
K05667	ko01523 ko02010 ko04976
K20446	ko00760
K15876	ko00910
K01574	ko00072 ko00640
K10166	ko04658 ko04659 ko05321
K02432	ko04150 ko04310 ko04390 ko04550 ko04916 ko04934 ko05010 ko05022 ko05165 ko05200 ko05205 ko05217 ko05224 ko05225 ko05226
K08685	ko00680
K06564	ko04142 ko04144
K16372	ko01052
K13502	ko04130 ko04962
K11652	ko04714 ko05225
K21070	ko00950
K00058	ko00260 ko00270 ko00680
K20555	ko02024
K20694	ko04624
K18893	ko02010
K07192	ko04910
K02918	ko03010 ko05171
K00067	ko00521 ko00523 ko00541
K00836	ko00260
K12959	ko04144 ko04510 ko05020 ko05100 ko05205 ko05418
K15753	ko00621
K18245	ko00910 ko04964 ko04966 ko04971 ko04972 ko04976
K12541	ko02010
K10685	ko04120
K15671	ko01051 ko01052
K09482	ko00970
K01892	ko00970
K03335	ko00562
K04948	ko04022 ko04024 ko04744
K06745	ko04514 ko05235
K14749	ko00642
K01867	ko00970
K17453	ko04910
K17327	ko02010
K20776	ko03440
K09663	ko00512
K07889	ko04014 ko04144 ko04145 ko04962 ko05132 ko05146 ko05152
K17175	ko05206
K19610	ko02020
K11037	ko02024
K03956	ko00190 ko04714 ko04723 ko04932 ko05010 ko05012 ko05014 ko05016 ko05020 ko05022 ko05415
K13509	ko00561 ko00564 ko04072 ko04975
K15018	ko00720
K14407	ko03015
K00260	ko00220 ko00250 ko00430 ko00910
K12301	ko04142
K03418	ko00630
K19559	ko04350
K01866	ko00970
K01523	ko00340
K02144	ko00190 ko04142 ko04145 ko04150 ko04721 ko05110 ko05120 ko05152 ko05165 ko05323
K00819	ko00330
K11481	ko04114 ko04914
K00188	ko00280
K02363	ko01053
K00064	ko00051 ko00053
K17826	ko00404
K06529	ko04360
K04236	ko04015 ko04080 ko04610 ko04611 ko05200
K00714	ko04150 ko04310 ko04390 ko04550 ko04916 ko04934 ko05010 ko05022 ko05165 ko05200 ko05205 ko05217 ko05224 ko05225 ko05226
K17203	ko02010
K03337	ko00562
K01456	ko04141
K03374	ko00604
K21040	ko04061
K21062	ko00330
K08155	ko04721 ko04726 ko04728 ko05012 ko05030 ko05031 ko05034
K05075	ko04060 ko04630 ko04659 ko05321
K14339	ko00571
K03049	ko03020
K20801	ko00260
K07190	ko04020 ko04910 ko04922
K04421	ko04010 ko04722 ko04912 ko05166 ko05235
K07830	ko04010 ko04014 ko04024 ko04072 ko04137 ko04140 ko04218 ko04371 ko04625 ko04810 ko05205
K14732	ko00903
K10881	ko03050 ko03440 ko05010 ko05012 ko05014 ko05016 ko05017 ko05020 ko05022 ko05169
K03373	ko00604
K14624	ko04060 ko04061 ko04062 ko04621 ko04657 ko04668 ko04933 ko05135 ko05142 ko05144 ko05163 ko05164 ko05168 ko05171 ko05323 ko05418
K13596	ko04060 ko04350 ko04550 ko05418
K04968	ko04360 ko04929
K07660	ko01503 ko02020
K19460	ko05169 ko05203
K12327	ko04270
K02345	ko03030 ko03430 ko03440
K04278	ko04080
K14289	ko03013
K02631	ko00196
K05673	ko01523 ko02010 ko04024 ko04976
K13030	ko00460
K02543	ko04111 ko04113
K17386	ko01521 ko04010 ko04014 ko04015 ko04020 ko04072 ko04151 ko04510 ko04540 ko04630 ko04810 ko05167 ko05200 ko05206 ko05211 ko05214 ko05215 ko05218 ko05231 ko05418
K02609	ko00360
K05617	ko04721 ko04724 ko05017
K10682	ko02020
K10381	ko05412
K07941	ko04014 ko04072 ko04144 ko04666 ko05130 ko05131 ko05132 ko05135
K12928	ko00904
K03122	ko03022 ko05203
K11526	ko02020
K20428	ko00525
K20627	ko00640 ko00643
K16919	ko02010
K18348	ko01502 ko02020
K06104	ko04530
K12089	ko05120
K01024	ko00534
K04867	ko04010 ko04260 ko04261 ko04921 ko05410 ko05412 ko05414
K01760	ko00270 ko00450
K05101	ko04020 ko04722 ko05230
K10160	ko04064 ko04066 ko04145 ko04151 ko04217 ko04613 ko04620 ko04621 ko05130 ko05131 ko05132 ko05133 ko05134 ko05135 ko05140 ko05142 ko05144 ko05145 ko05146 ko05152 ko05161 ko05162 ko05164 ko05170 ko05171 ko05205 ko05235 ko05321 ko05323
K21009	ko02025
K12797	ko04621
K06465	ko04151 ko04640 ko04662 ko05169 ko05340
K13493	ko00908
K03367	ko00473 ko01503 ko02020 ko05150
K12750	ko04260 ko04261 ko04371
K12768	ko04113
K07370	ko04064 ko04380 ko04611 ko04662 ko04664 ko05169 ko05340
K11235	ko04011
K11025	ko05133
K07524	ko04360
K02089	ko01522 ko04110 ko04115 ko04151 ko04218 ko04530 ko04660 ko04933 ko04934 ko05160 ko05162 ko05163 ko05164 ko05165 ko05166 ko05167 ko05169 ko05200 ko05203 ko05212 ko05214 ko05218 ko05219 ko05220 ko05222 ko05223 ko05224 ko05225
K10784	ko04014 ko04015 ko04020 ko04064 ko04514 ko04612 ko04658 ko04659 ko04660 ko04672 ko04940 ko05135 ko05142 ko05144 ko05150 ko05162 ko05166 ko05169 ko05170 ko05202 ko05235 ko05310 ko05320 ko05321 ko05322 ko05323 ko05330 ko05332 ko05416
K10087	ko04142
K06838	ko04360
K18572	ko00332
K09553	ko05020
K00594	ko00040 ko00051
K06106	ko04530 ko05100 ko05130 ko05131 ko05205
K01186	ko00511 ko00600 ko04142
K01705	ko00300
K00201	ko00680
K20199	ko00623
K06520	ko04514 ko04670
K06966	ko00230 ko00240
K06657	ko04111
K09358	ko04113
K07250	ko00250 ko00280 ko00310 ko00410 ko00640 ko00650
K18509	ko02026
K04008	ko04610 ko04640
K12479	ko04138 ko04144
